symbol,date,open,high,low,close,volume
AMANFEED,2022-01-02,54.6,55.4,54.0,55.0,565904.0
AMANFEED,2022-01-03,55.3,60.5,55.2,59.9,2052015.0
AMANFEED,2022-01-04,60.2,60.4,58.6,59.0,1167087.0
AMANFEED,2022-01-05,59.1,62.9,58.9,60.1,1977920.0
AMANFEED,2022-01-06,61.0,61.9,59.1,60.6,1427456.0
AMANFEED,2022-01-09,61.0,63.6,61.0,61.6,2090252.0
AMANFEED,2022-01-10,62.0,62.5,60.8,61.0,1527269.0
AMANFEED,2022-01-11,61.5,61.5,58.6,59.1,1657463.0
AMANFEED,2022-01-12,59.2,60.0,57.2,57.7,1146340.0
AMANFEED,2022-01-13,57.9,58.3,56.7,57.2,782227.0
AMANFEED,2022-01-16,57.8,57.8,56.3,56.5,923418.0
AMANFEED,2022-01-17,56.7,57.6,56.3,56.9,631156.0
AMANFEED,2022-01-18,57.0,59.6,57.0,57.9,1013060.0
AMANFEED,2022-01-19,58.1,58.5,56.4,56.7,820316.0
AMANFEED,2022-01-20,57.4,57.4,56.5,56.6,838319.0
AMANFEED,2022-01-23,56.5,57.8,55.1,55.4,730028.0
AMANFEED,2022-01-24,55.9,57.7,55.4,55.6,831256.0
AMANFEED,2022-01-25,56.5,56.5,55.2,55.4,482375.0
AMANFEED,2022-01-26,55.5,55.8,53.7,54.4,666192.0
AMANFEED,2022-01-27,54.4,55.3,54.4,54.9,350872.0
AMANFEED,2022-01-30,56.3,56.3,53.3,53.5,527131.0
AMANFEED,2022-01-31,54.1,55.4,53.6,54.8,590124.0
AMANFEED,2022-02-01,55.3,56.1,55.0,55.5,511346.0
AMANFEED,2022-02-02,55.0,56.1,54.0,54.1,659933.0
AMANFEED,2022-02-03,54.1,54.4,53.1,54.1,487466.0
AMANFEED,2022-02-06,54.4,54.5,52.9,53.1,681891.0
AMANFEED,2022-02-07,53.2,53.7,51.5,51.9,1051651.0
AMANFEED,2022-02-08,52.0,52.9,51.4,52.3,906174.0
