symbol,date,open,high,low,close,volume
Jute,2022-01-02,290.2,292.03333333333336,283.7,284.43333333333334,20934.0
Jute,2022-01-03,283.46666666666664,289.76666666666665,281.7333333333333,284.3,28137.0
Jute,2022-01-04,283.6666666666667,289.1,281.5,283.5,20871.0
Jute,2022-01-05,283.2333333333333,287.06666666666666,281.2,281.8666666666667,32769.0
Jute,2022-01-06,284.7,286.7333333333333,276.46666666666664,278.6333333333333,32606.0
Jute,2022-01-09,286.0,287.96666666666664,277.1666666666667,281.1666666666667,18089.0
Jute,2022-01-10,282.6666666666667,285.56666666666666,276.2,280.6,22021.0
Jute,2022-01-11,278.6333333333334,284.3,275.7,279.06666666666666,25688.0
Jute,2022-01-12,278.56666666666666,282.06666666666666,274.26666666666665,276.43333333333334,43974.0
Jute,2022-01-13,278.46666666666664,289.8333333333333,275.5,283.90000000000003,30834.0
Jute,2022-01-16,289.53333333333336,299.2333333333333,288.06666666666666,293.53333333333336,52908.0
Jute,2022-01-17,296.93333333333334,297.6333333333333,284.03333333333336,285.1,24159.0
Jute,2022-01-18,290.6666666666667,292.3666666666667,282.26666666666665,287.6333333333333,33261.0
Jute,2022-01-19,290.8333333333333,293.3,284.56666666666666,287.6666666666667,31415.0
Jute,2022-01-20,287.26666666666665,290.8333333333333,281.8,284.8333333333333,23975.0
Jute,2022-01-23,283.1666666666667,286.90000000000003,278.5,279.6333333333333,30659.0
Jute,2022-01-24,278.0,284.2333333333333,276.7,280.8,22978.0
Jute,2022-01-25,282.93333333333334,289.6333333333333,277.8,284.0,35796.0
Jute,2022-01-26,284.7333333333333,287.26666666666665,278.8666666666667,280.76666666666665,18367.0
Jute,2022-01-27,283.2333333333333,284.96666666666664,275.06666666666666,276.5,32945.0
Jute,2022-01-30,279.1,279.53333333333336,274.6333333333333,275.56666666666666,16455.0
Jute,2022-01-31,277.96666666666664,281.93333333333334,275.06666666666666,276.6666666666667,12193.0
Jute,2022-02-01,274.2,280.6,272.53333333333336,276.7,15951.0
Jute,2022-02-02,279.0,281.2333333333333,274.6,275.8333333333333,11896.0
Jute,2022-02-03,275.76666666666665,279.6666666666667,274.40000000000003,275.3333333333333,16183.0
Jute,2022-02-06,276.6666666666667,278.3666666666667,272.1666666666667,272.8,32292.0
Jute,2022-02-07,273.7333333333333,279.3333333333333,271.4666666666667,272.43333333333334,11061.0
Jute,2022-02-08,273.93333333333334,276.43333333333334,272.3,272.6,16844.0
Jute,2022-02-09,273.06666666666666,277.1666666666667,271.40000000000003,272.5,31992.0
Jute,2022-02-10,275.3333333333333,279.2,272.8666666666667,276.1,21972.0
Jute,2022-02-13,282.0,285.3333333333333,277.0,280.96666666666664,32826.0
Jute,2022-02-14,283.76666666666665,284.2,275.3666666666667,276.43333333333334,16273.0
Jute,2022-02-15,275.5,284.2333333333333,274.53333333333336,280.43333333333334,39215.0
Jute,2022-02-16,284.0,296.6666666666667,281.3666666666667,289.3666666666667,102433.0
Jute,2022-02-17,291.9,295.40000000000003,283.53333333333336,286.76666666666665,64242.0
Jute,2022-02-20,291.7,307.3,290.43333333333334,299.8,99038.0
Jute,2022-02-22,302.7333333333333,305.7,287.46666666666664,291.1666666666667,69496.0
Jute,2022-02-23,291.06666666666666,292.2,285.6,286.3333333333333,29230.0
Jute,2022-02-24,286.8,289.3666666666666,273.90000000000003,277.3333333333333,44855.0
Jute,2022-02-27,274.53333333333336,277.3666666666667,266.26666666666665,269.96666666666664,47058.0
Jute,2022-02-28,279.8666666666667,282.56666666666666,272.56666666666666,276.53333333333336,13539.0
Jute,2022-03-01,281.56666666666666,283.7,275.3333333333333,277.1666666666667,20526.0
Jute,2022-03-02,278.3333333333333,282.40000000000003,272.43333333333334,274.3333333333333,14364.0
Jute,2022-03-03,275.06666666666666,281.1,273.46666666666664,278.1333333333333,27362.0
Jute,2022-03-06,285.96666666666664,288.1,278.93333333333334,282.06666666666666,29745.0
Jute,2022-03-07,284.40000000000003,284.40000000000003,271.03333333333336,272.56666666666666,34251.0
Jute,2022-03-08,275.6666666666667,286.6,265.6666666666667,274.40000000000003,17918.0
Jute,2022-03-09,285.46666666666664,287.7333333333333,274.43333333333334,280.03333333333336,8099.0
Jute,2022-03-10,285.3666666666667,285.56666666666666,276.53333333333336,277.8,15804.0
Jute,2022-03-13,277.3333333333333,280.0333333333333,273.53333333333336,276.96666666666664,13481.0
Jute,2022-03-14,281.8333333333333,287.6666666666667,277.6666666666667,282.1333333333333,17754.0
Jute,2022-03-15,284.06666666666666,286.7333333333333,278.8333333333333,280.3,10483.0
Jute,2022-03-16,280.3,284.6333333333333,276.8333333333333,280.3333333333333,19922.0
Jute,2022-03-20,284.3333333333333,287.3333333333333,278.1666666666667,280.3333333333333,22355.0
Jute,2022-03-21,280.6,283.26666666666665,277.3,280.26666666666665,13296.0
Jute,2022-03-22,282.96666666666664,287.90000000000003,280.9666666666667,285.06666666666666,22067.0
Jute,2022-03-23,293.3333333333333,299.0,284.7,288.2666666666667,51785.0
Jute,2022-03-24,287.6,288.76666666666665,284.3333333333333,285.2,29782.0
Jute,2022-03-27,285.8,295.2333333333333,283.03333333333336,289.7333333333333,29513.0
Jute,2022-03-28,293.93333333333334,298.6666666666667,287.26666666666665,289.2333333333333,39483.0
Jute,2022-03-29,291.56666666666666,301.8,288.26666666666665,296.2,96154.0
Jute,2022-03-30,297.3,300.8333333333333,293.46666666666664,295.8666666666667,44904.0
Jute,2022-03-31,293.46666666666664,297.6666666666667,291.53333333333336,293.8333333333333,15657.0
Jute,2022-04-03,291.53333333333336,295.6,288.26666666666665,289.1666666666667,44033.0
Jute,2022-04-04,289.43333333333334,292.8,284.1666666666667,285.2,13122.0
Jute,2022-04-05,282.6666666666667,284.90000000000003,279.93333333333334,280.3666666666666,22548.0
Jute,2022-04-06,281.03333333333336,284.2333333333333,278.3,279.5,20792.0
Jute,2022-04-07,282.90000000000003,286.8666666666667,276.2,281.90000000000003,22624.0
Jute,2022-04-10,279.8333333333333,289.2333333333333,278.2,284.6333333333334,16981.0
Jute,2022-04-11,281.26666666666665,289.8666666666667,281.0,286.5,18715.0
Jute,2022-04-12,286.76666666666665,288.26666666666665,281.1666666666667,282.56666666666666,16546.0
Jute,2022-04-13,282.0333333333333,287.43333333333334,277.93333333333334,283.03333333333336,15785.0
Jute,2022-04-17,284.6666666666667,286.3333333333333,279.2333333333333,279.8333333333333,6456.0
Jute,2022-04-18,275.8,282.5,274.43333333333334,274.8,19166.0
Jute,2022-04-19,274.1,275.46666666666664,269.40000000000003,272.93333333333334,23076.0
Jute,2022-04-20,273.3666666666667,277.40000000000003,271.6666666666667,274.3333333333333,8453.0
Jute,2022-04-21,278.43333333333334,282.1666666666667,274.1,277.2333333333333,15084.0
Jute,2022-04-24,280.1333333333333,280.5,276.6,276.90000000000003,10345.0
Jute,2022-04-25,276.3333333333333,278.93333333333334,273.53333333333336,274.3666666666667,8142.0
Jute,2022-04-26,275.0333333333333,279.06666666666666,272.26666666666665,273.3333333333333,9262.0
Jute,2022-04-27,275.7,278.1666666666667,272.3,273.03333333333336,17139.0
Jute,2022-04-28,272.96666666666664,275.7,271.1666666666667,272.76666666666665,18694.0
Jute,2022-05-05,274.3666666666667,276.06666666666666,272.9666666666667,275.26666666666665,10347.0
